year,month,Ontario_demand,northwest,northeast,ottawa,east,toronto,essa,bruce,southwest,niagara,west
2014,7,15749.252688,407.07123656,1178.9569892,849.77956989,1035.1424731,5999.5322581,838.34543011,49.161290323,3268.0362903,483.875,1640.2916667
2014,8,15750.245968,448.93548387,1187.4946237,822.86693548,1021.4556452,5889.2768817,853.29166667,62.721774194,3289.5483871,500.74462366,1677.6706989
2014,9,15050.758333,408.84166667,1136.9111111,801.25416667,971.04166667,5695.5388889,794.86944444,60.401388889,3200.0152778,446.27777778,1546.6638889
2014,10,14542.814516,451.86155914,1201.9408602,746.68413978,1000.4126344,5417.8158602,816.31182796,65.538978495,3029.9892473,417.38844086,1377.2446237
2014,11,15955.047222,545.87083333,1356.3652778,874.05416667,1119.1888889,5847.0388889,947.82083333,58.294444444,3250.9388889,476.91666667,1496.3694444
2014,12,16348.498656,562.73521505,1379.2647849,995.71908602,1139.3427419,5937.280914,1025.172043,53.64516129,3245.9852151,492.18951613,1546.641129
2015,1,17634.380376,591.35080645,1450.4879032,1154.4677419,1228.3790323,6349.6155914,1179.2956989,68.790322581,3479.9233871,548.75268817,1627.172043
2015,2,18306.962798,599.61607143,1515.0580357,1303.3392857,1237.1741071,6591.1860119,1234.5446429,71.404761905,3612.4122024,568.30357143,1660.0625
2015,3,16189.483871,509.33467742,1407.858871,974.16801075,1099.733871,5927.0551075,978.28629032,67.436827957,3275.5994624,504.74596774,1478.0900538
2015,4,14451.334722,472.13611111,1244.9138889,820.89583333,884.10555556,5438.875,808.92638889,70.893055556,2952.5958333,443.79305556,1353.6319444
2015,5,14176.252688,420.91129032,1119.3575269,760.85887097,871.53763441,5429.4166667,764.38172043,87.923387097,2909.0524194,442.02553763,1400.3561828
2015,6,14755.994444,405.8625,1093.3555556,787.04305556,934.72361111,5654.2111111,793.54861111,59.077777778,3050.85,464.24861111,1524.7847222
2015,7,16270.25,431.51344086,1143.6451613,893.88172043,1032.1303763,6299.0403226,875.28225806,59.994623656,3354.4072581,523.21370968,1677.2419355
2015,8,15856.31586,436.16666667,1139.2526882,875.16263441,1015.7594086,6037.6827957,857.77822581,66.396505376,3239.6841398,527.9422043,1662.858871
2015,9,15780.418056,423.8875,1160.1208333,842.43888889,1026.3319444,6068.1361111,837.325,79.390277778,3219.6722222,566.1375,1597.3319444
2015,10,14364.602151,443.34543011,1208.2674731,691.99462366,1067.1129032,5328.827957,825.08333333,76.438172043,2874.5349462,468.82392473,1427.8938172
2015,11,14835.544444,466.96944444,1211.5444444,833.15138889,1029.5527778,5494.1333333,855.84583333,73.668055556,2989.775,429.5875,1450.7097222
2015,12,15235.504032,496.09274194,1294.1209677,899.16666667,1056.7715054,5567.5698925,922.08198925,84.462365591,3041.6586022,432.81854839,1449.0981183
2016,1,16646.326613,535.37365591,1392.4260753,1015.1303763,1182.7486559,6030.8669355,1072.8158602,86.36155914,3278.5336022,492.97311828,1551.422043
2016,2,16482.418103,532.18678161,1407.566092,1011.4798851,1157.566092,5991.4813218,1048.9324713,98.958333333,3220.6566092,505.27729885,1521.5344828
2016,3,15192.15457,490.34811828,1288.9946237,847.6061828,1029.3534946,5629.108871,900.12903226,91.029569892,2983.1814516,485.61155914,1449.2459677
2016,4,14458.222222,452.94722222,1198.0875,793.7625,915.84583333,5421.9986111,827.83611111,105.38194444,2878.2194444,447.17777778,1441.0180556
2016,5,14073.666667,402.19086022,1078.5134409,728.61827957,898.45967742,5369.4112903,765.32526882,89,2742.1518817,427.59811828,1361.2768817
2016,6,15418.779167,392.4125,1146.3305556,831.3875,986.74305556,5998.5,818.16944444,84.266666667,3075.9277778,503.12777778,1592.6708333
2016,7,16797.870968,408.56989247,1182.1290323,880.53763441,1088.6827957,6532.8978495,908.88575269,80.568548387,3379.8817204,555.59543011,1768.8077957
2016,8,17625.482527,424.58870968,1183.4502688,891.44354839,1176.8387097,6866.594086,965.05913978,77.221774194,3589.2459677,569.41129032,1857.2405914
2016,9,15378.138889,418.76388889,1135.5097222,778.87083333,994.98472222,5900.4319444,789.39444444,98.626388889,3142.1527778,483.54305556,1617.5444444
2016,10,14138.00672,411.42876344,1145.7607527,718.1733871,927.99327957,5079.1196237,778.625,73.346774194,2728.6061828,407.65456989,1371.6908602
2016,11,14857.827778,457.17638889,1264.3819444,882.62777778,984.73194444,5485.0763889,847.24861111,85.783333333,2935.7083333,448.15694444,1438.5444444
2016,12,16059.619624,525.36962366,1365.3494624,930.78897849,1159.530914,5852.5725806,1006.0403226,132,3089.9489247,459.64650538,1527.5981183
2017,1,16274.200269,524.78897849,1355.8857527,939.36693548,1181.0026882,5944.3427419,1010.1948925,114.48252688,3231.9045699,479.48521505,1564.5336022
2017,2,15785.063988,525.26636905,1350.5,878.59077381,1151.6964286,5754.4136905,965.3422619,92.089285714,3131.3452381,463.07440476,1459.8973214
